uav,step,service_0,service_1,service_2,service_3,cpu_utilization,uplink_data_rate,downlink_data_rate,battery,step_consumption,ram_usage
uav_0,0,0,0,0,0,0.0,5.699999999999999,5.699999999999999,46.121721965670105,0.4982780343298894,0.0
uav_0,1,0,0,0,0,0.0,10.35,10.35,45.6159837813253,0.5057381843448097,0.0
uav_0,2,0,0,0,0,0.0,16.35,16.35,45.10061959696124,0.5153641843640617,0.0
uav_0,3,0,1,0,0,43.333333333333336,17.9,24.15,44.56468293200047,0.5359366649607622,2.0
uav_0,4,0,0,1,0,28.46666666666667,21.75,29.85,44.02557035314447,0.5391125788560028,1.0
uav_0,5,1,0,0,0,63.2,33.3,38.1,43.46009698534685,0.5654733677976134,1.0
uav_0,6,0,0,0,0,0.0,44.2,44.2,42.900052117560094,0.5600448677867564,0.0
uav_0,7,1,0,1,0,93.66666666666666,32.75,51.05,42.31544110527976,0.5846110122803331,2.0
uav_0,8,0,0,0,0,0.0,56.6,56.6,41.735502504119886,0.5799386011598772,0.0
uav_0,9,1,0,1,0,94.86666666666666,39.5,61.599999999999994,41.13665200847774,0.5988504956421453,2.0
uav_0,10,0,0,0,0,0.0,67.7,67.7,40.53890530728225,0.5977467011954933,0.0
uav_0,11,0,0,0,0,0.0,73.1,73.1,39.932495206069426,0.6064101012128202,0.0
uav_0,12,0,0,0,0,0.0,78.75,78.75,39.317020621505144,0.6154745845642825,0.0
uav_0,13,0,0,0,1,85.33333333333333,50.3,86.3,38.69256909803402,0.6244515234711253,1.0
uav_0,14,1,0,0,0,67.6,78.14999999999999,89.55,38.048519746745924,0.6440493512880987,1.0
uav_0,15,0,0,0,0,0.0,93.75,93.75,37.40898016213351,0.6395395846124124,0.0
uav_0,16,0,1,0,0,52.53333333333333,76.6,100.1,36.76225642195117,0.6467237401823364,2.0
uav_0,17,1,0,0,0,69.73333333333333,94.80000000000001,109.4,36.08828443171434,0.6739719902368329,1.0
uav_0,18,0,0,0,0,0.0,113.8,113.8,35.41657796370426,0.6717064680100796,0.0
uav_0,19,1,0,0,0,70.13333333333334,103.85,119.05,34.72748479010385,0.6890931736004086,1.0
uav_0,20,1,0,0,0,70.8,108.05,124.25,34.03065013871018,0.6968346513936693,1.0
uav_0,21,1,0,0,0,71.33333333333334,114.94999999999999,131.95,33.32194296507054,0.7087071736396366,1.0
uav_0,22,1,0,0,0,71.73333333333333,122.1,139.7,32.60116284140676,0.7207801236637824,1.0
uav_0,23,1,0,0,0,72.53333333333333,125.89999999999999,144.7,31.87308231772838,0.7280805236783832,1.0
uav_0,24,0,0,0,0,0.0,150.75,150.75,31.142095732933072,0.7309865847953064,0.0
uav_0,25,1,0,0,0,73.73333333333333,135.5,156.1,30.396807709220273,0.7452880237127982,1.0
uav_0,26,1,0,0,0,74.53333333333335,140.04999999999998,161.85,29.64301603549047,0.7537916737298056,1.0
uav_0,27,0,0,0,0,0.0,167.4,167.4,28.885317300641738,0.7576987348487307,0.0
uav_0,28,0,0,0,0,0.0,172.95,172.95,28.1187145157752,0.7666027848665389,0.0
uav_0,29,0,0,0,0,0.0,178.35,178.35,27.343448330891334,0.7752661848838657,0.0
uav_0,30,0,0,0,0,0.0,184.8,184.8,26.55783419598677,0.7856141349045616,0.0
uav_0,31,1,0,0,0,77.06666666666668,166.15,191.75,25.75835696661004,0.7994772293767322,1.0
uav_0,32,0,0,0,1,97.16666666666667,126.55000000000001,198.05,24.979528387274605,0.7788285793354349,1.0
uav_0,33,0,0,0,1,98.00000000000001,129.45,203.45,24.19379043570313,0.7857379515714757,1.0
uav_0,34,0,0,0,1,98.16666666666667,133.1,207.6,23.40174530634126,0.792045129361868,1.0
uav_0,35,0,0,0,1,98.5,136.14999999999998,211.64999999999998,22.60390423807891,0.7978410682623487,1.0
uav_1,0,0,0,0,0,0.0,7.85,7.85,46.118272648996545,0.5017273510034548,0.0
uav_1,1,0,0,0,0,0.0,13.350000000000001,13.350000000000001,45.60772146464211,0.5105511843544357,0.0
uav_1,2,0,0,0,1,75.33333333333334,14.75,20.75,45.06738565800588,0.540335806636227,1.0
uav_1,3,0,0,0,0,0.0,25.150000000000002,25.150000000000002,44.53790334028025,0.5294823177256313,0.0
uav_1,4,0,0,0,1,76.83333333333333,21.9,32.4,43.98203430027962,0.555869040000627,1.0
uav_1,5,0,0,0,0,0.0,37.4,37.4,43.43289889918135,0.5491354010982707,0.0
uav_1,6,0,0,0,0,0.0,43.65,43.65,42.87373641472969,0.5591624844516583,0.0
uav_1,7,0,0,0,0,0.0,50.25,50.25,42.30398533025686,0.5697510844728355,0.0
uav_1,8,0,0,0,0,0.0,58.9,58.9,41.72035676242293,0.5836285678339238,0.0
uav_1,9,0,0,0,0,0.0,64.4,64.4,41.12790436123802,0.5924524011849047,0.0
uav_1,10,0,0,0,0,0.0,70.7,70.7,40.52534466003291,0.6025597012051194,0.0
uav_1,11,0,0,0,0,0.0,76.5,76.5,39.91347982547585,0.611864834557063,0.0
uav_1,12,0,0,0,0,0.0,82.55,82.55,39.2919087742327,0.621571051243142,0.0
uav_1,13,0,0,0,1,83.66666666666667,59.30000000000001,90.30000000000001,38.65753186185284,0.6343769123798649,1.0
uav_1,14,0,0,0,0,0.0,97.89999999999999,97.89999999999999,38.011334293893775,0.6461975679590618,0.0
uav_1,15,0,1,0,0,51.2,85.19999999999999,106.19999999999999,37.35322092591088,0.6581133679828934,2.0
uav_1,16,0,1,0,0,52.0,92.80000000000001,115.30000000000001,36.68147004123405,0.6717508846768351,2.0
uav_1,17,0,0,0,0,0.0,120.45,120.45,35.99909475653597,0.6823752846980838,0.0
uav_1,18,1,0,0,0,76.8,100.55,125.75,35.305263105148306,0.6938316513876633,1.0
uav_1,19,0,0,0,0,0.0,133.15,133.15,34.60251278707614,0.7027503180721673,0.0
uav_1,20,0,0,1,0,34.199999999999996,104.4,138.3,33.90837660235453,0.6941361847216057,1.0
uav_1,21,0,1,0,0,54.39999999999999,117.80000000000001,144.8,33.19218363425548,0.7161929680990525,2.0
uav_1,22,0,0,1,0,35.13333333333333,112.9,151.0,32.480759960610406,0.7114236736450696,1.0
uav_1,23,0,1,0,0,55.73333333333332,126.69999999999999,156.2,31.747880786922426,0.7328791736879806,2.0
uav_1,24,0,1,0,0,56.533333333333324,131.2,162.2,31.006337529883783,0.741543257038642,2.0
uav_1,25,0,0,1,0,35.93333333333334,124.60000000000002,166.3,30.27301402286158,0.7333235070222026,1.0
uav_1,26,1,0,0,0,82.93333333333332,138.95,173.35,29.50834581577669,0.7646682070848919,1.0
uav_1,27,1,0,0,0,83.73333333333332,141.75,177.35,28.73798154201374,0.7703642737629507,1.0
uav_1,28,1,0,0,0,84.0,146.55,182.55,27.959515157123473,0.7784663848902662,1.0
uav_1,29,0,1,0,0,58.533333333333324,154.8,189.55,27.176498175001882,0.7830169821215897,2.0
uav_1,30,1,0,0,0,85.6,158.15,196.55,26.377013656736246,0.7994845182656356,1.0
uav_1,31,0,0,0,1,98.83333333333334,126.9,203.4,25.59310994961288,0.783903707123363,1.0
uav_1,32,0,0,0,0,0.0,207.85,207.85,24.770515931301027,0.8225940183118546,0.0
uav_1,33,0,0,0,0,0.0,215.2,215.2,23.93613006296559,0.8343858683354384,0.0
uav_1,34,0,0,0,0,0.0,222.5,222.5,23.090032561273393,0.8460975016921949,0.0
uav_1,35,0,0,0,0,0.0,225.85,225.85,22.238560542903784,0.8514720183696106,0.0
uav_2,0,0,0,0,0,0.0,5.6,5.6,46.12188239900376,0.4981176009962352,0.0
uav_2,1,0,0,0,0,0.0,12.35,12.35,45.61293554798586,0.5089468510178937,0.0
uav_2,2,0,0,0,0,0.0,20.0,20.0,45.091715546943426,0.52122000104244,0.0
uav_2,3,0,0,0,0,0.0,27.85,27.85,44.55790152920913,0.5338140177342947,0.0
uav_2,4,0,0,0,0,0.0,34.75,34.75,44.013017611452696,0.5448839177564345,0.0
uav_2,5,0,0,0,0,0.0,41.1,41.1,43.45794617700922,0.5550714344434762,0.0
uav_2,6,0,0,0,0,0.0,46.75,46.75,42.893810259214284,0.5641359177949385,0.0
uav_2,7,0,0,0,0,0.0,53.75,53.75,42.31844400806355,0.5753662511507325,0.0
uav_2,8,1,0,1,0,95.53333333333333,36.75,59.05,41.72364388465173,0.5948001234118224,2.0
uav_2,9,0,0,0,0,0.0,63.1,63.1,41.13327711680433,0.5903667678474002,0.0
uav_2,10,0,0,0,0,0.0,67.65,67.65,40.53561063227566,0.5976664845286662,0.0
uav_2,11,1,0,0,0,67.19999999999999,63.10000000000001,73.9,39.916308464370395,0.619302167905271,1.0
uav_2,12,0,1,0,0,47.599999999999994,66.6,80.85,39.294536321460185,0.6217721429102109,2.0
uav_2,13,1,0,0,0,69.06666666666666,73.9,87.5,38.65509817573687,0.6394381457233207,1.0
uav_2,14,0,0,0,0,0.0,93.35,93.35,38.01620032445907,0.6388978512777957,0.0
uav_2,15,0,0,0,0,0.0,100.25,100.25,37.36623257315914,0.6499677512999356,0.0
uav_2,16,0,0,0,0,0.0,105.95,105.95,36.707120121840916,0.6591124513182248,0.0
uav_2,17,0,1,0,0,51.733333333333334,91.7,113.7,36.03761553161302,0.669504590227898,2.0
uav_2,18,0,1,0,0,52.53333333333333,97.8,121.3,35.356879924695995,0.6807356069170268,2.0
uav_2,19,0,0,0,0,0.0,128.55,128.55,34.661509539971924,0.6953703847240742,0.0
uav_2,20,0,0,0,0,0.0,133.5,133.5,33.95819770523197,0.7033118347399571,0.0
uav_2,21,0,0,0,0,0.0,138.6,138.6,33.24670377047565,0.7114939347563212,0.0
uav_2,22,0,0,0,0,0.0,144.8,144.8,32.52526296903277,0.7214408014428816,0.0
uav_2,23,1,0,0,0,76.8,125.99999999999999,151.2,31.79060103423011,0.7346619348026572,1.0
uav_2,24,0,0,0,0,0.0,158.15,158.15,31.047742382744392,0.7428586514857173,0.0
uav_2,25,1,0,0,0,77.73333333333332,134.8,161.4,30.297557725688467,0.7501846570559249,1.0
uav_2,26,0,0,0,0,0.0,168.25,168.25,29.538495307503677,0.7590624181847914,0.0
uav_2,27,0,0,0,0,0.0,179.3,179.3,28.761705005950095,0.7767903015535806,0.0
uav_2,28,0,0,0,0,0.0,185.6,185.6,27.9748074043763,0.7868976015737951,0.0
uav_2,29,1,0,0,0,80.93333333333332,158.9,190.3,27.18114258056675,0.7936648238095518,1.0
uav_2,30,1,0,0,0,81.33333333333333,166.0,198.0,26.37548502339988,0.8056575571668705,1.0
uav_2,31,1,0,0,0,81.73333333333332,169.4,202.0,25.563770766220895,0.811714257178984,1.0
uav_2,32,0,1,0,0,60.399999999999984,169.9,208.15,24.753157656266335,0.8106131099545594,2.0
uav_2,33,0,0,0,0,0.0,216.5,216.5,23.916686154593393,0.8364715016729428,0.0
uav_2,34,1,0,0,0,84.26666666666667,185.29999999999998,221.7,23.07565054180021,0.8410356127931823,1.0
uav_2,35,1,0,0,0,85.2,190.4,228.20000000000002,22.22502824009897,0.8506223017012445,1.0
uav_3,0,0,0,0,0,0.0,8.6,8.6,46.11706939899413,0.5029306010058612,0.0
uav_3,1,0,0,0,0,0.0,13.85,13.85,45.60571604797143,0.5113533510227066,0.0
