uav,step,service_0,service_1,service_2,service_3,cpu_utilization,uplink_data_rate,downlink_data_rate,battery,step_consumption,ram_usage
uav_0,0,0,0,1,0,55.333333333333336,6.550000000000001,15.55,46.096446560064,0.5235534399359958,2.0
uav_0,1,0,1,0,0,42.93333333333334,25.3,30.8,45.54936012008094,0.5470864399830618,2.0
uav_0,2,1,0,1,0,95.6,27.75,49.550000000000004,44.96937996892098,0.5799801511599603,2.0
uav_0,3,0,0,0,0,0.0,64.2,64.2,44.377248434403384,0.5921315345175964,0.0
uav_0,4,1,0,0,0,68.8,65.14999999999999,78.35,43.75224951648672,0.6249989179166644,1.0
uav_0,5,0,1,0,0,50.0,73.3,92.05,43.115394590213015,0.6368549262737097,2.0
uav_0,6,0,1,0,0,52.0,89.2,111.7,42.44941930554773,0.6659752846652839,2.0
uav_0,7,0,0,0,1,90.33333333333333,77.85,128.85,41.767227565294455,0.6821917402532724,1.0
uav_0,8,0,1,0,0,55.46666666666666,115.4,144.4,41.05295888608814,0.7142686792063151,2.0
uav_0,9,0,0,0,1,94.66666666666667,95.5,159.5,40.33071527353254,0.7222436125555983,1.0
uav_0,10,0,0,0,1,97.0,104.55000000000001,175.55,39.587633388713044,0.7430818848194971,1.0
uav_0,11,1,0,0,0,81.19999999999999,158.85,190.65,38.7936474704584,0.7939859182546384,1.0
uav_0,12,0,1,0,0,62.93333333333333,163.70000000000002,206.70000000000002,37.98840671329236,0.805240757166037,2.0
uav_0,13,0,1,0,0,64.53333333333333,175.1,221.1,37.161987389417305,0.8264193238750608,2.0
uav_1,0,0,0,0,0,0.0,17.1,17.1,46.10343256563353,0.5165674343664682,0.0
uav_1,1,0,1,0,0,43.733333333333334,30.700000000000003,37.7,45.54623814229692,0.5571944233366112,2.0
uav_1,2,0,0,0,0,0.0,55.099999999999994,55.099999999999994,44.96870604114186,0.5775321011550641,0.0
uav_1,3,0,0,1,0,59.73333333333333,43.900000000000006,72.7,44.368020517718264,0.6006855234235933,2.0
uav_1,4,0,0,1,0,61.46666666666667,49.35000000000001,85.95,43.751811588708065,0.6162089290101956,2.0
